time,company_id,device_id,motor_temp,motor_speed_act,motor_speed_actual,bearing_temp,rear_bearing_temp,bearing_accel_value,bearing_freq_value,bearing_accel_peak,bearing_accel_value2,bearing_freq_value2,bearing_temp_value,motor_bearing_front_temp,motor_bearing_front_freq,motor_bearing_front_accel,motor_bearing_front_accel_peak,motor_bearing_rear_temp,motor_bearing_rear_freq,motor_bearing_rear_accel,motor_bearing_rear_accel_peak,operation_status,current_ratio,quick_ratio,equity_multiplier,company_size,debt_to_asset_ratio,roa,roe,asset_turnover,cash_flow_ratio,revenue_growth_rate
15JUN24:12:00:00,1,2,74.59,1307,1414.59,78.51,91.4,0.87,57.52,0.4,0.72,46.67,85.28,91.63,47.69,0.57,0.5,88.52,45.08,0.73,0.54,Warnin,1.71,1.21,2.43,512.38,0.39,0.03,0.1,0.84,0.94,0.05
11JUN24:00:00:00,1,6,74.37,1118.41,1305.33,75.8,88.03,0.95,45.52,0.43,0.79,53.54,88.8,84.52,47.06,0.62,0.45,76.49,39.6,0.78,0.6,Warnin,1.71,1.21,2.43,512.38,0.39,0.03,0.1,0.84,0.94,0.05
12JUN24:12:00:00,1,5,68.12,1215.44,1342.99,87.62,89.81,1.01,49.79,0.38,0.63,58.7,83.06,83.19,55.03,0.8,0.51,87.91,61.66,0.54,0.51,Fault,1.71,1.21,2.43,512.38,0.39,0.03,0.1,0.84,0.94,0.05
13JUN24:00:00:00,1,1,60.42,1085.87,997.96,85.4,96.8,0.79,50.55,0.39,0.93,47.47,82.3,78.55,34.5,0.64,0.32,90.04,49.31,0.83,0.5,Fault,1.71,1.21,2.43,512.38,0.39,0.03,0.1,0.84,0.94,0.05
13JUN24:12:00:00,1,1,71.56,1292.57,1194.69,86,92.7,0.87,45.96,0.45,0.91,55.47,84.75,84.5,78.3,0.65,0.39,98.57,58.52,0.66,0.49,Warnin,1.71,1.21,2.43,512.38,0.39,0.03,0.1,0.84,0.94,0.05
14JUN24:12:00:00,1,1,69.81,1445.12,1450.95,83.94,86.9,0.75,44.28,0.4,0.75,54.21,88.9,87.35,57.52,0.63,0.4,90.99,40,0.66,0.4,Normal,1.71,1.21,2.43,512.38,0.39,0.03,0.1,0.84,0.94,0.05
12JUN24:00:00:00,1,2,91.09,1271.97,1087.35,86.87,97.56,0.68,56.79,0.34,0.98,57.07,85.08,82.77,56.49,0.49,0.36,85.91,57.72,0.7,0.44,Fault,1.71,1.21,2.43,512.38,0.39,0.03,0.1,0.84,0.94,0.05
10JUN24:12:00:00,1,6,65.76,1285.45,947.55,78.35,96.78,0.72,54.44,0.4,0.72,60.9,84.99,88.46,55.27,0.73,0.45,92.15,25.56,0.78,0.52,Fault,1.71,1.21,2.43,512.38,0.39,0.03,0.1,0.84,0.94,0.05
10JUN24:12:00:00,1,2,70.54,1248.44,1099.08,77.12,87.1,0.82,66.78,0.52,0.84,54.32,86.99,87.94,40.3,0.51,0.37,90.86,64.62,0.66,0.36,Warnin,1.71,1.21,2.43,512.38,0.39,0.03,0.1,0.84,0.94,0.05
11JUN24:00:00:00,1,1,62.7,1204.33,1141.45,92.07,102.23,0.94,45.62,0.49,0.82,55.93,89.8,81.89,55.51,0.69,0.34,91.81,73.29,0.48,0.49,Fault,1.71,1.21,2.43,512.38,0.39,0.03,0.1,0.84,0.94,0.05
11JUN24:00:00:00,1,5,71.94,1104.66,1114.42,84.69,87.72,0.74,43.38,0.37,0.83,56.08,74.59,83.33,40.74,0.62,0.37,89.56,58.59,0.7,0.46,Warnin,1.71,1.21,2.43,512.38,0.39,0.03,0.1,0.84,0.94,0.05
11JUN24:12:00:00,1,5,80.3,1166.67,1158.08,80.65,92.75,0.7,68.08,0.34,0.85,42.18,86.64,89.51,50.88,0.49,0.43,84.6,68.72,0.8,0.46,Warnin,1.71,1.21,2.43,512.38,0.39,0.03,0.1,0.84,0.94,0.05
11JUN24:12:00:00,1,6,72.93,1280.95,1084.47,86.78,91.36,0.84,32.3,0.4,0.73,40.29,80.07,78.99,69.54,0.59,0.4,96.63,35.01,0.65,0.55,Warnin,1.71,1.21,2.43,512.38,0.39,0.03,0.1,0.84,0.94,0.05
12JUN24:00:00:00,1,1,67.74,1246.73,1098.57,90.54,93.2,0.63,51.67,0.46,0.74,50.3,85.99,87.98,66.41,0.7,0.4,85.62,78.23,0.62,0.49,Fault,1.71,1.21,2.43,512.38,0.39,0.03,0.1,0.84,0.94,0.05
13JUN24:12:00:00,1,4,72.36,1239.26,1234.44,87.34,91.94,0.88,53.66,0.41,0.72,56.33,84.25,90.24,42.91,0.51,0.47,87,52.94,0.96,0.45,Warnin,1.71,1.21,2.43,512.38,0.39,0.03,0.1,0.84,0.94,0.05
09JUN24:00:00:00,1,1,60.09,1146.62,1051.7,91.76,82.69,0.7,37.86,0.43,0.7,61.84,88.28,81.22,47.09,0.64,0.49,94.84,42.75,0.74,0.51,Fault,1.71,1.21,2.43,512.38,0.39,0.03,0.1,0.84,0.94,0.05
09JUN24:00:00:00,1,5,81.77,1365.52,1027.61,86.57,82.66,0.88,46,0.34,0.76,78.43,88.73,88.47,37.92,0.6,0.37,88.18,65.13,0.59,0.55,Warnin,1.71,1.21,2.43,512.38,0.39,0.03,0.1,0.84,0.94,0.05
09JUN24:12:00:00,1,1,70.06,1172.26,1148.17,84.2,94.29,0.96,34.91,0.37,0.8,43.45,85.09,88.3,42.97,0.53,0.37,89.63,52.04,0.66,0.52,Warnin,1.71,1.21,2.43,512.38,0.39,0.03,0.1,0.84,0.94,0.05
09JUN24:12:00:00,1,5,77.27,1219.9,1417.2,86.47,94.46,0.94,43.16,0.5,1.03,49.72,97.08,98.48,31.61,0.62,0.38,98.27,41.21,0.88,0.47,Warnin,1.71,1.21,2.43,512.38,0.39,0.03,0.1,0.84,0.94,0.05
10JUN24:00:00:00,1,6,67.08,1237.69,1247.07,91.98,89.62,0.71,43.08,0.43,0.93,48.34,85.86,88.51,56.57,0.73,0.54,80.49,30.59,0.7,0.44,Fault,1.71,1.21,2.43,512.38,0.39,0.03,0.1,0.84,0.94,0.05
09JUN24:00:00:00,1,2,68.55,1382.29,1320.77,87.85,95.74,0.73,56.28,0.47,0.88,68.5,89.08,84.84,64.87,0.58,0.35,97.19,70.06,0.79,0.51,Fault,1.71,1.21,2.43,512.38,0.39,0.03,0.1,0.84,0.94,0.05
12JUN24:00:00:00,1,5,56.58,1210.36,1246.49,81.94,96.55,0.93,56.8,0.45,0.82,77.9,95.92,88.45,41.81,0.68,0.4,94.31,49.17,0.82,0.43,Fault,1.71,1.21,2.43,512.38,0.39,0.03,0.1,0.84,0.94,0.05
09JUN24:00:00:00,1,4,69.64,1366.01,1056.07,83.6,91.75,0.88,28,0.35,0.97,50.65,84.61,78.8,53.15,0.54,0.41,94.3,62.5,0.79,0.53,Fault,1.71,1.21,2.43,512.38,0.39,0.03,0.1,0.84,0.94,0.05
09JUN24:00:00:00,1,6,59.17,1119.77,1010.8,86.36,86.69,0.93,49.16,0.35,0.73,51.16,82.55,82.19,50.74,0.63,0.36,95.58,33.83,0.67,0.51,Fault,1.71,1.21,2.43,512.38,0.39,0.03,0.1,0.84,0.94,0.05
13JUN24:00:00:00,1,3,72.75,1275.47,1140.73,80.4,92,0.87,49.8,0.35,0.66,57.15,82.79,84.56,39.51,0.51,0.45,94.08,35.11,0.84,0.55,Warnin,1.71,1.21,2.43,512.38,0.39,0.03,0.1,0.84,0.94,0.05
15JUN24:00:00:00,1,4,62.98,1026.84,1230.1,92.46,90.88,0.84,71.68,0.36,1,28.86,89.07,81.72,33.54,0.48,0.39,91.06,89.26,0.66,0.53,Fault,1.71,1.21,2.43,512.38,0.39,0.03,0.1,0.84,0.94,0.05
15JUN24:00:00:00,1,1,83.28,1157.69,1031.72,91.26,93.21,0.66,41.02,0.41,0.89,33.79,78.15,77.13,46.4,0.64,0.5,81.57,51.26,0.49,0.43,Warnin,1.71,1.21,2.43,512.38,0.39,0.03,0.1,0.84,0.94,0.05
14JUN24:00:00:00,1,1,63.22,1132.49,1296.95,87.11,87.74,0.93,53.59,0.43,0.77,48.38,82.53,78.84,50.44,0.53,0.41,96.87,54.35,0.69,0.51,Fault,1.71,1.21,2.43,512.38,0.39,0.03,0.1,0.84,0.94,0.05
13JUN24:00:00:00,1,4,57.64,1201.72,1176.17,88.29,81.05,0.7,47.24,0.34,0.73,49.04,87.97,88.77,62.67,0.67,0.43,95.2,59.6,0.71,0.54,Fault,1.71,1.21,2.43,512.38,0.39,0.03,0.1,0.84,0.94,0.05
12JUN24:12:00:00,1,4,75.89,1171.06,1229.37,81.92,94.74,0.82,42.23,0.47,0.64,70.64,84.03,79.37,42.96,0.58,0.46,93.86,39.01,0.52,0.41,Warnin,1.71,1.21,2.43,512.38,0.39,0.03,0.1,0.84,0.94,0.05
12JUN24:00:00:00,1,4,62.65,1139.29,1040,80.27,90.5,0.92,65.24,0.41,0.85,52.59,84.24,78.6,68.16,0.68,0.36,95.87,55.99,0.79,0.48,Fault,1.71,1.21,2.43,512.38,0.39,0.03,0.1,0.84,0.94,0.05
11JUN24:00:00:00,1,4,55.82,1158.17,1354.42,89.07,82.02,0.89,48.59,0.36,0.92,69.12,92.1,82.21,42.24,0.55,0.41,83.35,69.38,0.82,0.55,Fault,1.71,1.21,2.43,512.38,0.39,0.03,0.1,0.84,0.94,0.05
11JUN24:00:00:00,1,2,77.99,1209.62,1087.51,80.47,88.92,0.78,33.05,0.37,0.91,52.82,84.1,86.12,64.43,0.49,0.37,98.25,58.04,0.59,0.58,Warnin,1.71,1.21,2.43,512.38,0.39,0.03,0.1,0.84,0.94,0.05
13JUN24:00:00:00,1,6,71.04,1243.02,1189.53,87.66,88.81,0.91,51.12,0.47,0.86,51.28,85.17,85.46,51.52,0.58,0.42,92.31,47.14,0.75,0.49,Warnin,1.71,1.21,2.43,512.38,0.39,0.03,0.1,0.84,0.94,0.05
10JUN24:12:00:00,1,4,83.5,1055.99,809.18,94.63,90.87,1.02,52.24,0.43,0.85,56.32,93.74,85.21,34.58,0.63,0.42,86.5,77.39,0.68,0.52,Warnin,1.71,1.21,2.43,512.38,0.39,0.03,0.1,0.84,0.94,0.05
10JUN24:00:00:00,1,4,73.25,1196.49,1289.06,85.48,104.62,0.83,60.38,0.37,0.99,52.05,84.65,91.98,53.73,0.45,0.44,90.78,78.88,0.77,0.43,Warnin,1.71,1.21,2.43,512.38,0.39,0.03,0.1,0.84,0.94,0.05
14JUN24:00:00:00,1,2,72.38,1220.06,1486.59,89.58,89.04,0.83,45.27,0.48,0.7,37.76,74.09,78.19,30.63,0.57,0.35,84.9,58.02,0.51,0.52,Warnin,1.71,1.21,2.43,512.38,0.39,0.03,0.1,0.84,0.94,0.05
09JUN24:12:00:00,1,6,91.33,1261.63,1377.51,84.75,92.6,0.99,34.74,0.44,0.95,32.57,80.5,74.6,48.31,0.46,0.31,88.67,59.5,0.8,0.52,Fault,1.71,1.21,2.43,512.38,0.39,0.03,0.1,0.84,0.94,0.05
09JUN24:12:00:00,1,2,76.13,1134.86,1352.97,88.49,92.31,0.64,58.29,0.38,0.74,62.04,86.88,78.78,45.63,0.86,0.31,90.31,51.15,0.8,0.5,Warnin,1.71,1.21,2.43,512.38,0.39,0.03,0.1,0.84,0.94,0.05
13JUN24:00:00:00,1,5,74.33,1356.4,1136.82,77.82,93.91,1,49.87,0.36,0.8,60.96,88.2,82.6,50.53,0.64,0.38,87.42,65.01,0.6,0.56,Warnin,1.71,1.21,2.43,512.38,0.39,0.03,0.1,0.84,0.94,0.05
10JUN24:00:00:00,1,1,83.22,1137.46,1294.7,79.57,87.17,0.78,60.98,0.4,0.89,58.32,85.82,86.35,31.67,0.54,0.37,81.99,35.16,0.51,0.51,Warnin,1.71,1.21,2.43,512.38,0.39,0.03,0.1,0.84,0.94,0.05
13JUN24:12:00:00,1,3,67.93,1211.25,1107.99,86.46,91.51,0.87,36.09,0.43,0.58,73.81,94.38,80.22,44.42,0.81,0.4,92.47,38.21,0.54,0.58,Fault,1.71,1.21,2.43,512.38,0.39,0.03,0.1,0.84,0.94,0.05
14JUN24:00:00:00,1,6,74.79,1162.52,1277.22,88.33,89.07,0.82,48.26,0.44,0.76,50.93,84.97,84,45.77,0.5,0.37,90.61,40.99,0.58,0.54,Warnin,1.71,1.21,2.43,512.38,0.39,0.03,0.1,0.84,0.94,0.05
14JUN24:00:00:00,1,5,83.09,1177.27,1238.87,90.39,85.66,0.8,56.16,0.45,0.6,73.2,76.05,83.01,43.43,0.5,0.41,89.94,79.76,0.72,0.56,Warnin,1.71,1.21,2.43,512.38,0.39,0.03,0.1,0.84,0.94,0.05
14JUN24:12:00:00,1,3,66.43,1089.14,1285.92,83.87,84.3,0.75,46.75,0.34,0.83,73.86,80.29,91,59.84,0.67,0.39,87.96,60.48,0.72,0.56,Normal,1.71,1.21,2.43,512.38,0.39,0.03,0.1,0.84,0.94,0.05
14JUN24:12:00:00,1,4,76.61,1276.62,994.56,88.07,94.5,0.7,48.12,0.44,0.81,30.2,89.86,77.28,47.07,0.61,0.46,89.71,50.48,0.63,0.5,Warnin,1.71,1.21,2.43,512.38,0.39,0.03,0.1,0.84,0.94,0.05
12JUN24:12:00:00,1,1,77.52,1049.25,1333.07,81.03,87.89,0.72,60.01,0.4,0.83,59.94,71.23,81.82,44.08,0.49,0.48,82.91,38.71,0.78,0.47,Warnin,1.71,1.21,2.43,512.38,0.39,0.03,0.1,0.84,0.94,0.05
13JUN24:12:00:00,1,2,74.22,1068.12,1257.34,88.67,90.33,0.8,48.63,0.43,0.74,69.6,87.37,86.6,48.76,0.48,0.46,94.55,58.94,0.44,0.57,Warnin,1.71,1.21,2.43,512.38,0.39,0.03,0.1,0.84,0.94,0.05
12JUN24:12:00:00,1,3,75.52,1006.74,1064.09,79.71,89.36,0.75,33.69,0.41,0.82,60.71,85.12,89.13,55.07,0.74,0.35,96.48,48.06,0.73,0.52,Warnin,1.71,1.21,2.43,512.38,0.39,0.03,0.1,0.84,0.94,0.05
12JUN24:12:00:00,1,2,62.32,1142.14,1309.15,80.52,88.33,0.91,47.48,0.44,0.92,66.46,80.24,73.37,43.42,0.77,0.42,92.39,69.92,0.68,0.58,Normal,1.71,1.21,2.43,512.38,0.39,0.03,0.1,0.84,0.94,0.05
13JUN24:12:00:00,1,6,84.95,1070.65,1241.73,81.78,94.87,0.75,32.19,0.41,0.7,58.47,84.6,89.17,44.17,0.6,0.45,89.1,48.43,0.76,0.47,Warnin,1.71,1.21,2.43,512.38,0.39,0.03,0.1,0.84,0.94,0.05
10JUN24:12:00:00,1,3,59.99,1269.21,1101.01,87.73,79.14,0.75,42.85,0.35,0.8,61.51,86.97,89.77,55.49,0.62,0.38,87.38,36.49,0.71,0.45,Fault,1.71,1.21,2.43,512.38,0.39,0.03,0.1,0.84,0.94,0.05
10JUN24:12:00:00,1,5,57.05,1384.49,889.98,93.36,91.49,0.82,46.71,0.44,0.79,39.54,74.2,91.63,52.03,0.52,0.28,98.16,76.81,0.69,0.47,Fault,1.71,1.21,2.43,512.38,0.39,0.03,0.1,0.84,0.94,0.05
10JUN24:12:00:00,1,1,65.96,1215.97,1174.94,83.57,89.96,0.7,36.69,0.4,0.88,63.78,79.09,84.11,65.12,0.53,0.42,93.62,34.49,0.7,0.43,Normal,1.71,1.21,2.43,512.38,0.39,0.03,0.1,0.84,0.94,0.05
11JUN24:12:00:00,1,4,72.2,1134.78,1239.03,73.11,87.56,0.6,49.91,0.32,0.78,45.21,79.01,81.31,54.92,0.75,0.39,91.17,62.42,0.79,0.45,Warnin,1.71,1.21,2.43,512.38,0.39,0.03,0.1,0.84,0.94,0.05
11JUN24:12:00:00,1,3,68.5,1246.45,1385.27,90.51,88.91,0.75,52.87,0.39,0.84,72.68,82.13,83.13,36.15,0.48,0.42,81.19,44.8,0.64,0.51,Fault,1.71,1.21,2.43,512.38,0.39,0.03,0.1,0.84,0.94,0.05
13JUN24:12:00:00,1,5,61.49,1432.4,1077.21,88.61,95.6,0.66,38.8,0.36,0.88,73.39,84.62,86.72,58.97,0.63,0.43,87.03,48.22,0.42,0.62,Fault,1.71,1.21,2.43,512.38,0.39,0.03,0.1,0.84,0.94,0.05
11JUN24:00:00:00,1,3,82.31,983.05,1224.37,89.37,84.8,0.84,69.96,0.33,0.76,42.9,88.83,84.83,61.01,0.75,0.44,97.81,47.49,0.78,0.49,Warnin,1.71,1.21,2.43,512.38,0.39,0.03,0.1,0.84,0.94,0.05
11JUN24:12:00:00,1,2,74.85,1029.97,1031.27,95.43,90.54,0.78,42.63,0.39,0.7,44.32,79.79,92.7,50.95,0.89,0.44,88.83,67.36,0.58,0.53,Warnin,1.71,1.21,2.43,512.38,0.39,0.03,0.1,0.84,0.94,0.05
11JUN24:12:00:00,1,1,78.86,969.5,1242.35,87.24,88.89,0.85,49.19,0.28,0.63,70.36,75.03,85.81,51,0.69,0.35,92.17,60.51,0.7,0.54,Warnin,1.71,1.21,2.43,512.38,0.39,0.03,0.1,0.84,0.94,0.05
12JUN24:00:00:00,1,3,59.22,1238.27,1374.17,82.43,94.13,0.85,64.02,0.44,0.78,65.23,75.66,83.33,41.72,0.63,0.41,86.47,56.74,0.75,0.5,Fault,1.71,1.21,2.43,512.38,0.39,0.03,0.1,0.84,0.94,0.05
14JUN24:12:00:00,1,5,61.3,1097.25,1423.78,90.71,83.95,0.98,61.22,0.38,0.82,56.59,88.5,83.86,53.22,0.75,0.35,86.61,42.16,0.76,0.5,Fault,1.71,1.21,2.43,512.38,0.39,0.03,0.1,0.84,0.94,0.05
09JUN24:12:00:00,1,4,68.32,1264.7,1098.97,83.38,86.15,0.97,41.9,0.47,0.79,62.02,90.78,79.2,45.67,0.53,0.45,79.64,58.07,0.61,0.48,Normal,1.71,1.21,2.43,512.38,0.39,0.03,0.1,0.84,0.94,0.05
09JUN24:12:00:00,1,3,73.68,1160.47,1098.97,89.84,86.97,0.85,50.63,0.38,0.73,67.17,93.73,84.16,60.08,0.54,0.47,90.27,65.68,0.61,0.59,Warnin,1.71,1.21,2.43,512.38,0.39,0.03,0.1,0.84,0.94,0.05
14JUN24:12:00:00,1,6,60.49,1139.18,1159.46,90.28,83.33,0.84,24.82,0.42,0.77,69.05,78.45,87.63,59.46,0.55,0.37,90.14,75.22,0.65,0.47,Fault,1.71,1.21,2.43,512.38,0.39,0.03,0.1,0.84,0.94,0.05
13JUN24:00:00:00,1,2,85.78,1168.8,1187.06,98.7,100.8,0.88,31.89,0.41,0.76,48.78,83.27,78.81,26.72,0.7,0.46,91.41,86.44,0.71,0.47,Fault,1.71,1.21,2.43,512.38,0.39,0.03,0.1,0.84,0.94,0.05
10JUN24:00:00:00,1,3,80.68,1301.03,1151.78,79.01,91.15,0.73,41.81,0.38,0.85,37.61,90.3,82.78,51.12,0.44,0.45,90.28,76.55,0.71,0.46,Warnin,1.71,1.21,2.43,512.38,0.39,0.03,0.1,0.84,0.94,0.05
10JUN24:00:00:00,1,2,48.52,1233.95,1366.18,86.78,85.8,0.84,49.4,0.42,0.88,63.4,87.09,84.28,47.71,0.81,0.4,89.02,50.29,0.76,0.48,Fault,1.71,1.21,2.43,512.38,0.39,0.03,0.1,0.84,0.94,0.05
15JUN24:12:00:00,1,5,79.6,1223.52,1317.53,86.11,87.25,0.79,48.08,0.47,1.02,55.51,77.38,81.84,49.93,0.78,0.39,89.82,58.5,0.78,0.46,Warnin,1.71,1.21,2.43,512.38,0.39,0.03,0.1,0.84,0.94,0.05
09JUN24:00:00:00,1,3,68.3,1322.8,1231.6,87.91,87.01,0.91,44.9,0.4,0.75,54.14,75.47,86.75,38.13,0.61,0.38,88.92,54.3,0.71,0.52,Fault,1.71,1.21,2.43,512.38,0.39,0.03,0.1,0.84,0.94,0.05
17JUN24:12:00:00,1,2,74.63,1214.91,1190.86,81.5,84.88,0.76,47.95,0.38,0.76,72.21,84.71,86.44,43.88,0.44,0.36,86.09,58.51,0.61,0.54,Warnin,1.15,1.32,2.64,641.6,0.43,0.04,0.08,0.92,0.79,0.03
21JUN24:00:00:00,1,2,80.48,1055.55,1188.2,88.58,88.02,0.88,41.06,0.35,0.95,54.05,86.15,91.19,50.18,0.55,0.43,96.14,47.07,0.54,0.55,Warnin,1.15,1.32,2.64,641.6,0.43,0.04,0.08,0.92,0.79,0.03
19JUN24:00:00:00,1,5,55.72,1218.25,1146.15,82.99,88.73,0.87,51.28,0.46,0.84,46.99,81.72,86.62,40.85,0.62,0.47,90.81,64.31,0.65,0.48,Normal,1.15,1.32,2.64,641.6,0.43,0.04,0.08,0.92,0.79,0.03
22JUN24:12:00:00,1,5,54.4,1196.86,1314.83,78.65,84.03,0.75,25.55,0.43,0.82,70.41,82.25,93.53,67.64,0.55,0.46,84.64,44.02,0.61,0.58,Normal,1.15,1.32,2.64,641.6,0.43,0.04,0.08,0.92,0.79,0.03
21JUN24:00:00:00,1,5,55.52,1251.23,1091.85,88.12,93.18,0.86,50.29,0.39,0.71,38.01,92.13,86.01,55.72,0.69,0.4,85.75,40.85,0.79,0.49,Fault,1.15,1.32,2.64,641.6,0.43,0.04,0.08,0.92,0.79,0.03
21JUN24:12:00:00,1,4,61.85,1235.65,1206.18,79.42,90.28,0.78,58.12,0.43,0.59,58.94,75.84,89.29,49.88,0.59,0.4,87.89,55.7,0.46,0.47,Fault,1.15,1.32,2.64,641.6,0.43,0.04,0.08,0.92,0.79,0.03
22JUN24:00:00:00,1,3,66.23,1339.17,1204.17,82.63,95.48,0.86,48.89,0.42,0.63,46.06,85.61,81.78,51.93,0.62,0.37,92.15,61.25,0.54,0.55,Fault,1.15,1.32,2.64,641.6,0.43,0.04,0.08,0.92,0.79,0.03
18JUN24:00:00:00,1,6,76.98,1324.04,1399.85,85.67,94.01,0.88,53.96,0.35,0.72,45.45,86.52,97.61,53.9,0.55,0.29,81.42,45.77,0.82,0.55,Warnin,1.15,1.32,2.64,641.6,0.43,0.04,0.08,0.92,0.79,0.03
19JUN24:12:00:00,1,3,74.74,1294.79,1293.66,88.92,94.19,0.79,44.66,0.39,0.82,62.21,82.22,80.47,53.72,0.66,0.35,83.8,67.36,0.62,0.5,Warnin,1.15,1.32,2.64,641.6,0.43,0.04,0.08,0.92,0.79,0.03
19JUN24:12:00:00,1,5,81.23,1258,1075.55,83.73,87.48,0.83,47.21,0.44,0.67,69.62,88.39,96.72,42.68,0.66,0.34,90.99,69.13,0.66,0.46,Warnin,1.15,1.32,2.64,641.6,0.43,0.04,0.08,0.92,0.79,0.03
17JUN24:12:00:00,1,3,68.46,1141.68,1039.11,79.98,93.8,0.76,40.6,0.4,0.8,62.75,81.58,86.47,60.11,0.43,0.4,88.11,60.82,0.7,0.55,Fault,1.15,1.32,2.64,641.6,0.43,0.04,0.08,0.92,0.79,0.03
20JUN24:00:00:00,1,1,74.77,1322.62,1319.89,85.12,81.06,0.77,44.81,0.48,0.75,54.08,81.94,82.08,38.93,0.53,0.36,80.74,60.49,0.96,0.47,Warnin,1.15,1.32,2.64,641.6,0.43,0.04,0.08,0.92,0.79,0.03
20JUN24:00:00:00,1,3,76.2,1179.8,1314.97,85.19,83.72,0.93,71.97,0.41,0.97,49.16,88.48,88.32,44.87,0.65,0.38,83.9,72.14,0.65,0.51,Warnin,1.15,1.32,2.64,641.6,0.43,0.04,0.08,0.92,0.79,0.03
20JUN24:00:00:00,1,6,67.7,1279.48,1071.3,84.07,91.42,0.85,55.82,0.3,0.81,45.13,85.45,78.58,68.41,0.54,0.44,92.52,75.1,0.82,0.53,Fault,1.15,1.32,2.64,641.6,0.43,0.04,0.08,0.92,0.79,0.03
20JUN24:12:00:00,1,1,72.12,1232.49,1171.83,80.78,92.57,0.79,53.14,0.46,0.97,30.89,74.35,89,42.63,0.49,0.34,88.9,49.05,0.7,0.54,Warnin,1.15,1.32,2.64,641.6,0.43,0.04,0.08,0.92,0.79,0.03
20JUN24:12:00:00,1,2,78.21,1326.33,1231.54,78.66,94.83,1.06,38.49,0.38,0.78,50.7,81.91,82.1,55.75,0.64,0.44,90.27,81.05,0.8,0.55,Warnin,1.15,1.32,2.64,641.6,0.43,0.04,0.08,0.92,0.79,0.03
20JUN24:12:00:00,1,4,53.9,1024.69,1275.3,77.34,95.33,0.6,57.59,0.41,0.67,70.91,87.84,85.27,43.26,0.62,0.41,88.17,47.64,0.64,0.52,Fault,1.15,1.32,2.64,641.6,0.43,0.04,0.08,0.92,0.79,0.03
18JUN24:00:00:00,1,1,54.45,1258.57,1392.4,83.46,93.16,0.67,40.78,0.46,0.69,58.02,94.33,89.83,45.91,0.61,0.33,93.29,74.48,0.78,0.48,Fault,1.15,1.32,2.64,641.6,0.43,0.04,0.08,0.92,0.79,0.03
18JUN24:00:00:00,1,3,79.69,1308.55,1140.93,81.44,86.43,0.69,44.35,0.44,0.75,58.4,87.64,79.14,52.53,0.54,0.39,96.59,53.09,0.62,0.55,Warnin,1.15,1.32,2.64,641.6,0.43,0.04,0.08,0.92,0.79,0.03
17JUN24:12:00:00,1,1,57.8,1099.42,1105.98,87.46,93.94,0.83,33.31,0.39,0.82,54.31,90.43,84.09,33.63,0.61,0.34,82.44,35.47,0.84,0.53,Fault,1.15,1.32,2.64,641.6,0.43,0.04,0.08,0.92,0.79,0.03
19JUN24:00:00:00,1,6,68.97,1270.67,1001.77,93.42,87.59,0.83,41.54,0.41,0.8,39.62,75.66,84.02,44.69,0.77,0.39,88.28,59.93,0.77,0.52,Fault,1.15,1.32,2.64,641.6,0.43,0.04,0.08,0.92,0.79,0.03
18JUN24:12:00:00,1,6,68.9,1156.23,1250.64,74.64,93.35,0.82,46.53,0.42,0.8,47.62,87.94,83.63,40.16,0.54,0.36,93.12,55.65,0.84,0.44,Fault,1.15,1.32,2.64,641.6,0.43,0.04,0.08,0.92,0.79,0.03
18JUN24:12:00:00,1,5,71.28,972.2,1383.38,80.66,96.89,0.68,65.72,0.44,0.65,46.99,79.11,85.04,49.52,0.61,0.48,104.37,73.97,0.82,0.49,Warnin,1.15,1.32,2.64,641.6,0.43,0.04,0.08,0.92,0.79,0.03
19JUN24:00:00:00,1,3,50.11,1155.13,1254.15,84.28,84.83,0.82,57.63,0.35,0.74,64.15,96.25,85.82,43.43,0.46,0.36,91.84,46.2,0.59,0.58,Normal,1.15,1.32,2.64,641.6,0.43,0.04,0.08,0.92,0.79,0.03
16JUN24:00:00:00,1,3,80.43,1092.16,1112.83,84.35,102.11,0.69,52.85,0.41,0.87,65.3,92.38,74.8,42.2,0.64,0.37,92.92,60.16,0.76,0.53,Warnin,1.15,1.32,2.64,641.6,0.43,0.04,0.08,0.92,0.79,0.03
16JUN24:00:00:00,1,5,74.11,1203.33,1086.63,87.69,86.74,0.78,40.05,0.41,0.85,55.76,80.69,83.52,56.17,0.61,0.37,91.84,64.78,0.66,0.48,Warnin,1.15,1.32,2.64,641.6,0.43,0.04,0.08,0.92,0.79,0.03
22JUN24:00:00:00,1,5,75.53,1285.6,1126.42,86.29,86.67,0.64,60.08,0.37,0.85,71.64,88.64,91.98,70.42,0.72,0.47,94.59,40.28,0.56,0.53,Warnin,1.15,1.32,2.64,641.6,0.43,0.04,0.08,0.92,0.79,0.03
16JUN24:12:00:00,1,1,90.85,1217.97,1087.03,91.1,91.61,0.89,50.6,0.36,0.83,24.7,84.01,75.62,34.29,0.58,0.42,97.49,42.82,0.74,0.5,Fault,1.15,1.32,2.64,641.6,0.43,0.04,0.08,0.92,0.79,0.03
16JUN24:12:00:00,1,2,60.63,1181.91,1366.09,88.77,91.28,0.98,35.77,0.48,0.82,56.55,80.32,93.08,44.95,0.54,0.44,86.59,55.71,0.67,0.51,Fault,1.15,1.32,2.64,641.6,0.43,0.04,0.08,0.92,0.79,0.03
